Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
dairy cattle,0,37.226115637,0.514765107,ESP,2014,1084.052892811,manure management
non-dairy cattle,0,14.527692297,0.701991294,ESP,2014,572.385713037,manure management
indirect n2o emissions,0,0,2.764371854,ESP,2014,823.782812492,manure management
total livestock,0,863.811105154,6.580246526,ESP,2015,23556.191093598,total
enteric fermentation,0,593.061118868,0,ESP,2015,14826.5279717,total
cattle subtotal,0,406.139165547,0,ESP,2015,10153.479138675,enteric fermentation
dairy cattle,0,99.471087021,0,ESP,2015,2486.777175525,enteric fermentation
non-dairy cattle,0,306.668078526,0,ESP,2015,7666.70196315,enteric fermentation
manure management,0,270.749986286,6.580246526,ESP,2015,8729.663121898,total
cattle subtotal,0,52.351749516,1.264723981,ESP,2015,1685.681484238,manure management
dairy cattle,0,38.073472759,0.501477926,ESP,2015,1101.277240923,manure management
non-dairy cattle,0,14.278276757,0.763246055,ESP,2015,584.404243315,manure management
indirect n2o emissions,0,0,2.823128406,ESP,2015,841.292264988,manure management
total livestock,0,872.42718558,6.648800846,ESP,2016,23792.022291608,total
enteric fermentation,0,601.316530112,0,ESP,2016,15032.9132528,total
cattle subtotal,0,411.501898448,0,ESP,2016,10287.5474612,enteric fermentation
dairy cattle,0,97.465432554,0,ESP,2016,2436.63581385,enteric fermentation
non-dairy cattle,0,314.036465894,0,ESP,2016,7850.91164735,enteric fermentation
manure management,0,271.110655468,6.648800846,ESP,2016,8759.109038808,total
cattle subtotal,0,50.835705272,1.282171311,ESP,2016,1652.979682478,manure management
dairy cattle,0,36.305129827,0.491124025,ESP,2016,1053.983205125,manure management
non-dairy cattle,0,14.530575445,0.791047286,ESP,2016,598.996477353,manure management
indirect n2o emissions,0,0,2.869819543,ESP,2016,855.206223814,manure management
total livestock,0,887.565141087,6.736941277,ESP,2017,24196.737027721,total
enteric fermentation,0,606.458673277,0,ESP,2017,15161.466831925,total
cattle subtotal,0,417.608456811,0,ESP,2017,10440.211420275,enteric fermentation
dairy cattle,0,96.775845742,0,ESP,2017,2419.39614355,enteric fermentation
non-dairy cattle,0,320.832611069,0,ESP,2017,8020.815276725,enteric fermentation
manure management,0,281.10646781,6.736941277,ESP,2017,9035.270195796,total
cattle subtotal,0,52.36120205,1.304354374,ESP,2017,1697.727654702,manure management
dairy cattle,0,37.305920894,0.487236929,ESP,2017,1077.844627192,manure management
non-dairy cattle,0,15.055281156,0.817117445,ESP,2017,619.88302751,manure management
indirect n2o emissions,0,0,2.912573714,ESP,2017,867.946966772,manure management
total livestock,0,887.370700605,6.829607913,ESP,2018,24219.490673199,total
enteric fermentation,0,607.629750562,0,ESP,2018,15190.74376405,total
cattle subtotal,0,423.002554324,0,ESP,2018,10575.0638581,enteric fermentation
dairy cattle,0,96.472972326,0,ESP,2018,2411.82430815,enteric fermentation
non-dairy cattle,0,326.529581998,0,ESP,2018,8163.23954995,enteric fermentation
manure management,0,279.740950043,6.829607913,ESP,2018,9028.746909149,total
cattle subtotal,0,51.067627628,1.326814469,ESP,2018,1672.081402462,manure management
dairy cattle,0,35.918318899,0.485509085,ESP,2018,1042.639679805,manure management
non-dairy cattle,0,15.149308729,0.841305384,ESP,2018,629.441722657,manure management
indirect n2o emissions,0,0,2.981837534,ESP,2018,888.587585132,manure management
total livestock,0,892.471781951,6.77577071,ESP,2019,24330.974220355,total
enteric fermentation,0,606.143652284,0,ESP,2019,15153.5913071,total
cattle subtotal,0,425.674819074,0,ESP,2019,10641.87047685,enteric fermentation
dairy cattle,0,95.702825038,0,ESP,2019,2392.57062595,enteric fermentation
non-dairy cattle,0,329.971994036,0,ESP,2019,8249.2998509,enteric fermentation
manure management,0,286.328129667,6.77577071,ESP,2019,9177.382913255,total
cattle subtotal,0,51.581596357,1.323917839,ESP,2019,1684.067424947,manure management
dairy cattle,0,36.18072149,0.481544374,ESP,2019,1048.018260702,manure management
non-dairy cattle,0,15.400874867,0.842373465,ESP,2019,636.049164245,manure management
indirect n2o emissions,0,0,2.977713552,ESP,2019,887.358638496,manure management
total livestock,0,908.603739507,6.874603231,ESP,2020,24763.725250513,total
enteric fermentation,0,609.81114832,0,ESP,2020,15245.278708,total
cattle subtotal,0,427.975507945,0,ESP,2020,10699.387698625,enteric fermentation
dairy cattle,0,95.246991685,0,ESP,2020,2381.174792125,enteric fermentation
non-dairy cattle,0,332.72851626,0,ESP,2020,8318.2129065,enteric fermentation
manure management,0,298.792591187,6.874603231,ESP,2020,9518.446542513,total
cattle subtotal,0,52.193792353,1.308290817,ESP,2020,1694.715472291,manure management
dairy cattle,0,36.722110364,0.479325586,ESP,2020,1060.891783728,manure management
non-dairy cattle,0,15.471681989,0.828965231,ESP,2020,633.823688563,manure management
indirect n2o emissions,0,0,3.018536522,ESP,2020,899.523883556,manure management
total livestock,0,912.372286196,6.868928539,ESP,2021,24856.247859522,total
enteric fermentation,0,615.080452592,0,ESP,2021,15377.0113148,total
cattle subtotal,0,435.21037501,0,ESP,2021,10880.25937525,enteric fermentation
dairy cattle,0,96.215159367,0,ESP,2021,2405.378984175,enteric fermentation
non-dairy cattle,0,338.995215643,0,ESP,2021,8474.880391075,enteric fermentation
manure management,0,297.291833604,6.868928539,ESP,2021,9479.236544722,total
cattle subtotal,0,51.466424489,1.339757481,ESP,2021,1685.908341563,manure management
dairy cattle,0,35.929863331,0.484169676,ESP,2021,1042.529146723,manure management
non-dairy cattle,0,15.536561158,0.855587805,ESP,2021,643.37919484,manure management
indirect n2o emissions,0,0,3.02588941,ESP,2021,901.71504418,manure management
total livestock,0,57.3775865753815,0.37909020077095,EST,1990,1547.40854421428,total
enteric fermentation,0,50.73667934733,0,EST,1990,1268.41698368325,total
cattle subtotal,0,48.3921585474589,0,EST,1990,1209.80396368647,enteric fermentation
dairy cattle,0,0,0,EST,1990,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1990,0,enteric fermentation
mature dairy cattle,0,29.3245443968624,0,EST,1990,733.11360992156,enteric fermentation
other mature cattle,0,4.88438749436699,0,EST,1990,122.109687359175,enteric fermentation
growing cattle,0,14.1832266562295,0,EST,1990,354.580666405738,enteric fermentation
manure management,0,6.64090722805148,0.37909020077095,EST,1990,278.99156053103,total
cattle subtotal,0,2.14385807877213,0.20345851883291,EST,1990,114.22709058151,manure management
dairy cattle,0,0,0,EST,1990,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1990,0,enteric fermentation
mature dairy cattle,0,1.42725695007415,0.13553282806401,EST,1990,76.0702065149287,manure management
other mature cattle,0,0.17812665693548,0.01629324982792,EST,1990,9.30855487210716,manure management
growing cattle,0,0.5384744717625,0.05163244094098,EST,1990,28.8483291944745,manure management
indirect n2o emissions,0,0,0.11523546995612,EST,1990,34.3401700469238,manure management
total livestock,0,54.2546741275581,0.3577347016261,EST,1991,1462.97179427353,total
enteric fermentation,0,48.125548003834,0,EST,1991,1203.13870009585,total
cattle subtotal,0,45.833735994171,0,EST,1991,1145.84339985428,enteric fermentation
dairy cattle,0,0,0,EST,1991,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1991,0,enteric fermentation
mature dairy cattle,0,27.1479886445339,0,EST,1991,678.699716113348,enteric fermentation
other mature cattle,0,4.8798912909952,0,EST,1991,121.99728227488,enteric fermentation
growing cattle,0,13.8058560586419,0,EST,1991,345.146401466048,enteric fermentation
manure management,0,6.12912612372409,0.3577347016261,EST,1991,259.83309417768,total
cattle subtotal,0,2.01716386703528,0.19168080307581,EST,1991,107.549975992473,manure management
dairy cattle,0,0,0,EST,1991,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1991,0,enteric fermentation
mature dairy cattle,0,1.31806770039604,0.12536526711355,EST,1991,70.3105421097389,manure management
other mature cattle,0,0.17796237294101,0.01628907547721,EST,1991,9.30320381573383,manure management
growing cattle,0,0.52113379369823,0.05002646048505,EST,1991,27.9362300670007,manure management
indirect n2o emissions,0,0,0.10846125167725,EST,1991,32.3214529998205,manure management
total livestock,0,46.4637197480198,0.30945924544551,EST,1992,1253.81184884326,total
enteric fermentation,0,41.8875540899058,0,EST,1992,1047.18885224765,total
cattle subtotal,0,40.0540295443554,0,EST,1992,1001.35073860888,enteric fermentation
dairy cattle,0,0,0,EST,1992,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1992,0,enteric fermentation
mature dairy cattle,0,24.8862584270235,0,EST,1992,622.156460675588,enteric fermentation
other mature cattle,0,3.94819713413666,0,EST,1992,98.7049283534165,enteric fermentation
growing cattle,0,11.2195739831952,0,EST,1992,280.48934957988,enteric fermentation
manure management,0,4.57616565811398,0.30945924544551,EST,1992,206.622996595612,total
cattle subtotal,0,1.77277029379417,0.17101376922371,EST,1992,95.2813605735198,manure management
dairy cattle,0,0,0,EST,1992,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1992,0,enteric fermentation
mature dairy cattle,0,1.20527509943752,0.11720789188158,EST,1992,65.0598292666489,manure management
other mature cattle,0,0.14398499765846,0.01316273679122,EST,1992,7.52212050524506,manure management
growing cattle,0,0.42351019669819,0.04064314055091,EST,1992,22.6994108016259,manure management
indirect n2o emissions,0,0,0.08979176139918,EST,1992,26.7579448969556,manure management
total livestock,0,36.9848101606293,0.25182482560532,EST,1993,999.664052046117,total
enteric fermentation,0,33.3522730085572,0,EST,1993,833.80682521393,total
cattle subtotal,0,32.0392344962661,0,EST,1993,800.980862406654,enteric fermentation
dairy cattle,0,0,0,EST,1993,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1993,0,enteric fermentation
mature dairy cattle,0,22.0106952734922,0,EST,1993,550.267381837305,enteric fermentation
other mature cattle,0,2.62131511330032,0,EST,1993,65.532877832508,enteric fermentation
growing cattle,0,7.40722410947362,0,EST,1993,185.180602736841,enteric fermentation
manure management,0,3.63253715207208,0.25182482560532,EST,1993,165.857226832187,total
cattle subtotal,0,1.43843114758636,0.13965765242621,EST,1993,77.5787591126696,manure management
dairy cattle,0,0,0,EST,1993,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1993,0,enteric fermentation
mature dairy cattle,0,1.06336949549294,0.10406960935961,EST,1993,57.5969809764873,manure management
other mature cattle,0,0.09559484028227,0.00875252268651,EST,1993,4.99812276763673,manure management
growing cattle,0,0.27946681181115,0.02683552038009,EST,1993,14.9836553685456,manure management
indirect n2o emissions,0,0,0.0715589512074,EST,1993,21.3245674598052,manure management
total livestock,0,34.2755030228075,0.23201464984983,EST,1994,926.027941225437,total
enteric fermentation,0,30.658626704078,0,EST,1994,766.46566760195,total
cattle subtotal,0,29.5175957341127,0,EST,1994,737.939893352817,enteric fermentation
dairy cattle,0,0,0,EST,1994,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1994,0,enteric fermentation
mature dairy cattle,0,20.8695789762771,0,EST,1994,521.739474406928,enteric fermentation
other mature cattle,0,2.24087053575263,0,EST,1994,56.0217633938158,enteric fermentation
growing cattle,0,6.40714622208296,0,EST,1994,160.178655552074,enteric fermentation
manure management,0,3.61687631872951,0.23201464984983,EST,1994,159.562273623487,total
cattle subtotal,0,1.32975529861845,0.12818734545363,EST,1994,71.443711410643,manure management
dairy cattle,0,0,0,EST,1994,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1994,0,enteric fermentation
mature dairy cattle,0,1.00573904276133,0.09741372203809,EST,1994,54.1727652363841,manure management
other mature cattle,0,0.0817212393263,0.00749331209107,EST,1994,4.27603798629636,manure management
growing cattle,0,0.24229501653082,0.02328031132447,EST,1994,12.9949081879626,manure management
indirect n2o emissions,0,0,0.06719591096695,EST,1994,20.0243814681511,manure management
total livestock,0,30.5180955361916,0.20026827811129,EST,1995,822.632335281954,total
enteric fermentation,0,27.1667656590208,0,EST,1995,679.169141475519,total
cattle subtotal,0,26.1556003690523,0,EST,1995,653.890009226308,enteric fermentation
dairy cattle,0,0,0,EST,1995,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1995,0,enteric fermentation
mature dairy cattle,0,18.6493757611849,0,EST,1995,466.234394029623,enteric fermentation
other mature cattle,0,1.93560366044552,0,EST,1995,48.390091511138,enteric fermentation
growing cattle,0,5.57062094742191,0,EST,1995,139.265523685548,enteric fermentation
manure management,0,3.35132987717082,0.20026827811129,EST,1995,143.463193806435,total
cattle subtotal,0,1.17614528434366,0.10605043357225,EST,1995,61.006661313122,manure management
dairy cattle,0,0,0,EST,1995,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1995,0,enteric fermentation
mature dairy cattle,0,0.89429702100143,0.07929774542213,EST,1995,45.9881536608305,manure management
other mature cattle,0,0.07058800871369,0.00647224492927,EST,1995,3.69342920676471,manure management
growing cattle,0,0.21126025462854,0.02028044322085,EST,1995,11.3250784455268,manure management
indirect n2o emissions,0,0,0.05961820636595,EST,1995,17.7662254970531,manure management
total livestock,0,28.2122362794887,0.17349054911678,EST,1996,757.006090624019,total
enteric fermentation,0,25.6482114621715,0,EST,1996,641.205286554286,total
cattle subtotal,0,24.9028614145758,0,EST,1996,622.571535364395,enteric fermentation
dairy cattle,0,0,0,EST,1996,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1996,0,enteric fermentation
mature dairy cattle,0,17.8317247671248,0,EST,1996,445.79311917812,enteric fermentation
other mature cattle,0,1.83712099992951,0,EST,1996,45.9280249982378,enteric fermentation
growing cattle,0,5.23401564752147,0,EST,1996,130.850391188037,enteric fermentation
manure management,0,2.56402481731727,0.17349054911678,EST,1996,115.800804069732,total
cattle subtotal,0,1.12246731615146,0.10075174024696,EST,1996,58.0857014973806,manure management
dairy cattle,0,0,0,EST,1996,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1996,0,enteric fermentation
mature dairy cattle,0,0.85721984766748,0.07553674260675,EST,1996,43.9404454884985,manure management
other mature cattle,0,0.06699644086879,0.0061612804522,EST,1996,3.51097259647535,manure management
growing cattle,0,0.19825102761519,0.01905371718801,EST,1996,10.6342834124067,manure management
indirect n2o emissions,0,0,0.04956870297092,EST,1996,14.7714734853342,manure management
total livestock,0,28.1178342572423,0.17609125621263,EST,1997,755.421050782421,total
enteric fermentation,0,25.48972959898,0,EST,1997,637.2432399745,total
cattle subtotal,0,24.7629373134902,0,EST,1997,619.073432837254,enteric fermentation
dairy cattle,0,0,0,EST,1997,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1997,0,enteric fermentation
mature dairy cattle,0,18.1985732966355,0,EST,1997,454.964332415888,enteric fermentation
other mature cattle,0,1.71240571360721,0,EST,1997,42.8101428401803,enteric fermentation
growing cattle,0,4.85195830324746,0,EST,1997,121.298957581187,enteric fermentation
manure management,0,2.6281046582623,0.17609125621263,EST,1997,118.177810807921,total
cattle subtotal,0,1.12299635387466,0.10003448728159,EST,1997,57.8851860567803,manure management
dairy cattle,0,0,0,EST,1997,0,enteric fermentation
non-dairy cattle,0,0,0,EST,1997,0,enteric fermentation
mature dairy cattle,0,0.87703091674448,0.0766801030151,EST,1997,44.7764436171118,manure management
other mature cattle,0,0.06244842927091,0.00573137995707,EST,1997,3.26916195897961,manure management
growing cattle,0,0.18351700785927,0.01762300430942,EST,1997,9.83958048068891,manure management
indirect n2o emissions,0,0,0.05032584262409,EST,1997,14.9971011019788,manure management
total livestock,0,27.2051348577288,0.17344501711954,EST,1998,731.814986544843,total
enteric fermentation,0,24.5236071153224,0,EST,1998,613.090177883061,total
cattle subtotal,0,23.8264462192489,0,EST,1998,595.661155481222,enteric fermentation
